user,type_bool,summary_bytes,total_byte_change,addition_or_deletion,isBotEdit,isMinor,isUnpatrolled,isNew,no_of_edits
Rikster2,1,6,148,0,0,0,0,0,36
Heathart,1,14,234,1,0,0,0,0,6
6.223.225.54,1,15,37,1,0,0,0,0,1
Pichpich,1,73,51,1,0,0,0,0,22
SchreiberBike,1,33,61,0,0,0,0,0,186
TheMightyPeanut,1,43,14,0,0,1,0,0,398
.48.86.218,1,0,0,0,0,0,0,0,2
Dr.K.,1,34,503,1,0,0,0,0,35
9.144.30.164,1,19,112,0,0,0,0,0,10
TommyBoy,0,32,42,1,0,0,0,0,62
TheMightyPeanut,1,43,14,0,0,1,0,0,399
HBC AIV helperbot5,1,190,285,1,1,0,0,0,250
0.191.130.204,1,0,1,1,0,0,0,0,1
Rjwilmsi,1,73,180,1,0,1,0,0,399
Grafen,1,67,1,0,0,1,0,0,26
J 1982,1,60,32,1,0,0,0,0,500
TheMightyPeanut,1,43,14,0,0,1,0,0,400
Doc Strange,1,0,516,1,0,0,0,0,8
InceptionBot,1,52,1492,0,1,0,0,0,960
InceptionBot,1,19,3799,0,1,0,0,0,960
Grafen,1,77,2,0,0,1,0,0,27
.185.196.178,1,14,23,1,0,0,0,0,5
KBH96,1,11,114,1,0,0,0,0,85
ClueBot NG,1,176,2113,1,0,1,0,0,1528
Mati14569,1,13,1194,1,0,0,0,0,90
.177.179.30,1,0,233,1,0,0,0,0,1
ClueBot NG,1,54,1256,1,0,0,0,0,1529
Grafen,1,58,3,0,0,1,0,0,28
Meiloorun,1,0,17,1,0,0,0,0,3
Giants2008,1,16,1192,1,0,0,0,0,13
02:304:CF26:8FC0:9D12:459F:DA3A:8764,1,0,12,1,0,0,0,0,5
Thomas.W,1,108,43,0,0,1,0,0,40
J 1982,1,59,31,1,0,0,0,0,501
Montell 74,1,9,9,1,0,0,0,0,32
Equinox,1,14,68,1,0,0,0,0,167
TAnthony,1,14,11,1,0,0,0,0,116
Wykx,1,21,60,1,0,0,0,0,35
Rjwilmsi,1,72,9,1,0,1,0,0,400
6.70.27.194,1,12,0,0,0,0,0,0,1
Ihardlythinkso,1,15,0,0,0,1,0,0,95
0.34.130.69,1,10,9,0,0,0,0,0,1
6.152.182.8,1,0,177,1,0,0,0,0,30
J 1982,1,59,31,1,0,0,0,0,502
Jamescombs1,1,20,400,0,0,1,0,0,2
04:2000:E084:5700:710F:CC06:1C60:EB13,1,80,0,0,0,0,0,0,1
Indy beetle,1,28,124,1,0,0,0,0,17
BrayLockBoy,1,0,4,1,0,0,0,0,14
HBC AIV helperbot5,1,189,443,0,1,0,0,0,251
2.216.128.6,1,11,85,0,0,0,0,0,1
.19.32.169,1,23,4,1,0,0,0,0,1
Johnpacklambert,1,69,41,1,0,0,0,0,978
Dnahivesfll,1,23,10,1,0,0,0,0,63
Huon,1,14,865,0,0,0,0,0,14
Jmorrison230582,1,26,41,1,0,0,0,0,24
RobokoBot,1,30,20,1,1,1,0,0,139
Gwillhickers,1,34,5,1,0,1,0,0,29
Seppi333,1,76,48,1,0,0,0,0,24
Schumway007,1,0,1,0,0,0,0,0,5
7.148.16.50,1,34,67,1,0,0,0,0,1
.33.131.227,1,0,345,0,0,0,0,0,1
Juvrud,1,9,518,1,0,0,0,0,7
Hosseiniran,1,0,2,0,0,0,0,0,2
01:56A:F658:2200:285E:7072:3E5:B466,1,21,0,0,0,0,0,0,14
Chesipiero,1,14,4,1,0,0,0,0,34
Aoh5,1,46,214,1,0,1,0,0,10
Ser Amantio di Nicolao,1,72,44,1,0,0,0,0,266
Natureium,1,74,33,1,0,0,0,0,42
.97.35.32,1,0,25,1,0,0,0,0,1
.101.94.67,1,19,48,1,0,0,0,0,2
4.56.105.195,1,0,550,1,0,0,0,0,2
Adam9007,1,62,322,0,0,0,0,0,65
Kelaodisi,1,41,83,1,0,0,0,0,1
ClueBot NG,1,196,25,0,0,1,0,0,1531
ClueBot NG,1,62,1266,1,0,0,0,1,1531
Caprockranger,1,29,20,1,0,0,0,0,1
HitroMilanese,1,76,34,1,0,0,0,0,21
Quadcont,1,10,79,1,0,0,1,0,116
Khajidha,1,45,1,1,0,0,0,0,4
Ale jrb,1,130,151,0,0,1,0,0,170
Ale jrb,1,51,1211,1,0,0,0,1,170
Bolter21,0,16,265,1,0,0,0,0,2
Johnpacklambert,1,69,42,1,0,0,0,0,979
Wolbo,1,17,23,1,0,1,0,0,126
Kerrielizabeth1031,1,20,10,0,0,0,0,0,24
Therequiembellishere,1,35,6,0,0,0,0,0,188
Toddst1,1,118,103,1,0,0,0,0,125
Ser Amantio di Nicolao,1,61,33,1,0,0,0,0,267
Largoplazo,1,58,800,1,0,0,0,0,24
Tony 1212,1,97,5,1,0,1,0,0,22
Hoopsmckay,1,57,294,1,0,1,0,0,1
5.121.16.2,1,16,0,0,0,0,0,0,1
Chesipiero,1,0,1,1,0,0,0,0,35
Kingofaces43,1,21,900,1,0,0,0,0,2
.159.72.134,1,13,77,0,0,0,0,0,24
Applepuffin,1,140,8169,1,0,0,0,0,1
Martinevans123,1,31,1,1,0,1,0,0,60
Uanfala,1,27,507,1,0,0,0,0,40
Rwxrwxrwx,1,8,9,0,0,0,0,0,107
.185.196.178,1,14,25,1,0,0,0,0,6
Rubbish computer,1,46,2,1,0,1,0,0,212
Rpotance,1,0,242,1,0,0,0,0,5
Equinox,1,7,0,0,0,1,0,0,168
2.177.149.250,1,0,7,1,0,0,0,0,1
Steamybrian2,1,29,0,0,0,0,0,0,5
Keizers,1,46,395,1,0,0,0,0,6
.162.220.155,1,17,1,1,0,0,0,0,12
01:248:8101:77EA:A456:AFDC:36AE:C4F0,1,52,1013,1,0,0,0,0,1
Fixuture,1,67,4,1,0,1,0,0,178
Beyoncetan,1,23,12,0,0,0,0,0,66
Schumway007,1,0,28,1,0,0,0,0,6
Antiquary,1,25,27,1,0,0,0,0,7
Emaanalis,1,0,92,0,0,0,0,0,2
Ajraddatz,1,18,1020,1,0,0,0,0,2
Emeldir,1,138,8,1,0,0,0,0,6
Ale jrb,1,136,7,0,0,1,0,0,171
Vabadus91,1,0,16,1,0,0,0,0,2
TheVirginiaHistorian,1,32,149,1,0,0,0,0,14
WClarke,1,101,10,1,0,0,0,0,7
.101.31.180,1,50,429,1,0,0,0,0,1
.242.133.151,1,22,3,1,0,0,0,0,47
TSRL,1,0,762,1,0,0,0,0,23
Paul August,1,34,1,1,0,0,0,0,29
LakeKayak,1,62,58,1,0,0,0,0,29
Mindmatrix,1,158,499,0,0,0,0,0,14
Melodies1917,1,33,754,1,0,1,0,0,8
Seppi333,1,76,48,1,0,0,0,0,25
Jonathanleblang,1,18,1,1,0,1,0,0,1
DangerousJXD,1,28,501,1,0,0,0,0,72
ErrantX,1,14,19,0,0,0,0,0,3
.6.208.21,1,0,20,1,0,0,0,0,1
.130.54.118,1,0,7,0,0,0,0,0,1
Aavig,1,18,148,1,0,0,0,0,2
NatureBoyMD,1,32,381,1,0,0,0,0,2
Jarszick,1,0,0,0,0,1,0,0,16
IzyM473,1,119,124,0,0,0,0,0,2
Eng66,1,21,0,0,0,0,0,0,2
Quadcont,1,10,94,1,0,0,1,0,117
Largoplazo,1,65,215,1,0,0,0,0,26
Largoplazo,1,70,2969,1,0,0,1,1,26
Neptune's Trident,1,21,0,0,0,0,0,0,55
2.58.144.136,1,31,1,1,0,0,0,0,1
BrillLyle,1,58,53,1,0,0,0,0,106
Jmorrison230582,1,114,1,0,0,0,0,0,25
Ser Amantio di Nicolao,1,65,4,1,0,1,0,0,268
Grafen,1,84,25,1,0,1,0,0,29
Iantheimp,1,14,1,0,0,1,0,0,5
Meiloorun,1,12,70,1,0,0,0,0,4
Johnpacklambert,1,69,42,1,0,0,0,0,980
ATV16,1,0,8,0,0,0,0,0,2
Carliertwo,1,9,327,0,0,0,0,0,65
Anowlcalledjosh,1,8,1,0,0,1,0,0,2
CAPTAIN RAJU,1,93,348,1,0,0,0,0,204
Fitnr,1,25,1,0,0,1,0,0,1
Grafen,1,58,3,0,0,1,0,0,30
Peter Gulutzan,0,28,176,1,0,0,0,0,4
Kolja21,1,0,22,0,0,0,0,0,1
AnomieBOT,1,34,18,1,1,1,0,0,1077
2.55.54.40,1,47,239,1,0,0,0,0,1
Wolbo,1,31,17,0,0,0,0,0,127
Grafen,1,67,1,0,0,1,0,0,31
Lemuellio,1,44,14,1,0,0,0,0,5
MisterCake,1,0,351,1,0,0,0,0,198
Me-123567-Me,1,13,24,1,0,0,0,0,19
Goose121,1,19,81,1,0,0,0,0,7
Ultimateria,1,3,90,1,0,0,0,0,39
Exemplo347,1,192,92,1,0,0,0,0,148
Fixuture,1,67,4,1,0,1,0,0,179
Cydebot,1,73,212,0,1,1,0,0,394
Beyoncetan,1,23,17,1,0,0,0,0,67
Xxx shrek69 xxx,1,0,66,1,0,1,0,0,2
5.124.76.158,1,10,55,1,0,0,0,0,2
Kaiser matias,0,13,43,1,0,0,0,0,41
Suonii180,1,23,28,1,0,1,0,0,27
.243.90.209,1,60,124,1,0,0,0,0,1
Kerrielizabeth1031,1,16,1,0,0,0,0,0,25
Mikhail Ryazanov,1,33,1,0,0,1,0,0,16
Seppi333,1,75,47,1,0,0,0,0,26
Ultimateria,1,0,64,1,0,0,0,0,40
Rubbish computer,1,52,1,1,0,1,0,0,213
02:306:301E:E2F0:8CF:2CFF:F72C:D114,1,0,123,1,0,0,0,0,8
.45.72.35,1,0,45,1,0,0,0,0,1
Mattythewhite,1,13,302,1,0,0,0,0,165
HBC AIV helperbot5,1,190,285,1,1,0,0,0,253
HBC AIV helperbot5,1,189,366,0,1,0,0,0,253
Herr Rott,1,0,18,1,0,0,0,0,1
Rjwilmsi,1,72,249,1,0,1,0,0,401
Ser Amantio di Nicolao,1,72,44,1,0,0,0,0,269
ClueBot NG,1,193,66,0,0,1,0,0,1533
ClueBot NG,1,70,1915,1,0,0,0,0,1533
MisterCake,0,0,18,0,0,0,0,0,199
Jmorrison230582,1,94,5,1,0,0,0,0,26
Cjrother,1,65,50,1,0,1,0,0,1
Molecub,1,0,54,1,0,0,0,0,2
Therequiembellishere,1,45,19,1,0,0,0,0,189
.185.196.178,1,14,24,1,0,0,0,0,7
Sigehelmus,1,0,25,1,0,1,0,0,4
Nn94 14,1,6,94,1,0,0,0,0,2
Adam9007,1,7,16,0,0,0,0,0,66
Xdigionwiki,1,20,2146,1,0,0,0,0,10
Magnolia677,1,202,121,0,0,0,0,0,78
Therainbowsend,1,11,40,1,0,0,0,0,40
3.91.79.241,1,0,2,1,0,0,0,0,1
CookieMonster755,1,24,746,1,0,0,0,0,1
Paulinho28,1,10,33,1,0,0,0,0,35
Autadelphon,1,0,29,1,0,1,0,0,11
Rwxrwxrwx,1,8,140,1,0,0,0,0,108
Ser Amantio di Nicolao,1,64,36,1,0,0,0,0,270
LightSoup,1,18,181,0,0,0,0,0,66
AvicBot,1,42,7,0,1,1,0,0,611
Rubbish computer,1,49,1,1,0,1,0,0,214
8.34.59.221,1,0,1,1,0,0,0,0,1
Koala15,1,0,18,0,0,0,0,0,32
Dr.K.,1,28,2,1,0,1,0,0,36
Steamybrian2,1,24,45,1,0,0,0,0,6
Doug butler,1,0,32,1,0,0,0,0,33
Grafen,1,75,20,0,0,1,0,0,32
Neptune's Trident,1,15,6,1,0,0,0,0,56
Fixuture,1,67,4,1,0,1,0,0,180
BabelStone,1,38,209,1,0,0,0,0,1
Winkelvi,1,93,176,1,0,0,0,0,15
Ser Amantio di Nicolao,1,136,29,1,0,0,0,0,271
Montell 74,1,16,271,1,0,0,0,0,33
Jamesmiko,1,0,21,1,0,0,0,0,110
PaulaGonzalo,1,0,151,0,0,1,0,0,1
Beyoncetan,1,28,19,1,0,0,0,0,68
Exemplo347,1,39,394,1,0,0,0,0,149
J 1982,1,61,33,1,0,0,0,0,503
Adam9007,1,74,33,1,0,0,0,0,67
Jmorrison230582,1,96,7,1,0,0,0,0,27
Tazerdadog,1,12,1,1,0,0,0,0,4
Ser Amantio di Nicolao,1,56,28,1,0,0,0,0,272
.113.14.63,1,0,1,0,0,0,0,0,10
KIeio,1,97,98,1,0,0,0,1,14
.174.103.90,1,72,186,0,0,0,0,0,1
Thom430,0,26,518,1,0,0,0,0,1
Mandruss,1,12,6,1,0,0,0,0,60
BrayLockBoy,1,0,189,1,0,0,0,0,15
XerxesFalcon,1,0,13,1,0,0,0,0,24
Cosmos666,1,7,23,1,0,0,0,0,18
Inorap,1,26,3727,0,0,0,0,0,5
Ss112,1,31,6,0,0,0,0,0,344
JHunterJ,1,22,11,0,0,0,0,0,9
NathanielTheBold,1,0,7,1,0,0,0,0,47
CAPTAIN RAJU,1,19,40,1,0,1,0,0,205
Cynulliad3,1,44,4,1,0,1,0,0,116
Vikram2784,1,16,55,1,0,0,0,0,1
Rjensen,1,47,19,1,0,0,0,0,29
Toddst1,1,255,103,1,0,0,0,0,126
Ser Amantio di Nicolao,1,63,35,1,0,0,0,0,273
Kov 93,1,25,179,1,0,0,0,0,43
HitroMilanese,1,35,14,0,0,0,0,0,22
Grafen,1,68,1,0,0,1,0,0,33
Mindmatrix,1,17,3,1,0,1,0,0,15
Chesipiero,1,14,4,1,0,0,0,0,36
.190.14.126,1,46,4,1,0,0,0,0,5
COIBot,1,143,0,0,1,0,0,0,247
Rwxrwxrwx,1,1,12,0,0,0,0,0,109
01:500:4000:77F4:EDFD:76E4:FF1E:4A9A,1,21,16,1,0,0,0,0,1
00:8803:7A00:19:8411:5797:7BA9:1305,1,0,6,0,0,0,0,0,46
Lightsout,1,98,31,0,0,0,0,0,1
Beyoncetan,1,28,19,1,0,0,0,0,69
Ser Amantio di Nicolao,1,71,43,1,0,0,0,0,274
Grafen,1,73,1,0,0,1,0,0,34
AvicBot,1,73,80,0,1,1,0,0,612
AnomieBOT,1,45,36,1,1,1,0,0,1078
Impru20,1,20,198,1,0,0,0,0,377
.101.31.180,1,43,71,1,0,0,0,0,2
Sixtrap,1,89,8,0,0,0,0,0,1
Ser Amantio di Nicolao,1,72,44,1,0,0,0,0,275
Evermore2,1,0,35,1,0,0,0,0,6
Taloson,1,0,2,0,0,0,0,0,30
John5962,1,0,6,0,0,0,0,0,8
TheMightyPeanut,1,43,14,0,0,1,0,0,401
Rka001,1,15,641,0,0,0,0,0,1
I enjoy sandwiches,1,56,201,0,0,0,0,0,2
Jtmurphree,1,17,206,1,0,1,0,0,1
A02:587:2C05:4300:596E:1AC7:B630:DC4C,1,0,26,1,0,0,0,0,1
TheMightyPeanut,1,43,14,0,0,1,0,0,402
TheMightyPeanut,1,43,14,0,0,1,0,0,403
FreeKnowledgeCreator,1,11,196,1,0,0,0,0,109
COIBot,1,57,0,0,1,0,0,0,248
BeatlesLedTV,1,20,54,1,0,0,0,0,23
BrayLockBoy,1,0,189,0,0,0,0,0,16
Impru20,1,20,198,1,0,0,0,0,378
A02:C7F:7411:9300:90A4:D73:71DC:9991,1,0,55,1,0,0,0,0,3
Noiz2144,1,54,578,1,0,0,0,0,1
TheMightyPeanut,1,43,14,0,0,1,0,0,404
2.23.222.42,1,67,1,0,0,0,0,0,5
Fixuture,1,104,42,0,0,1,0,0,181
Quadcont,1,15,77,0,0,0,1,0,118
Largoplazo,1,89,23,1,0,0,0,0,28
Largoplazo,1,76,2612,1,0,0,0,0,28
Jamesmiko,1,0,0,0,0,0,0,0,111
Ss112,1,31,6,0,0,0,0,0,345
.90.108.39,1,27,168,1,0,0,0,0,1
Mirogeorgiev1997,1,16,36,1,0,1,0,0,1
Nn94 14,1,6,16,1,0,0,0,0,3
FoxyRiot,1,13,45,1,0,0,0,0,1
Hadji87,1,0,7,0,0,0,0,0,1
TheMightyPeanut,1,34,17,0,0,1,0,0,405
Jmorrison230582,1,97,8,1,0,0,0,0,28
MTLE4470 EFP,1,11,251,1,0,1,0,0,2
Ser Amantio di Nicolao,1,71,43,1,0,0,0,0,276
J 1982,1,57,29,1,0,0,0,0,504
Espresso Addict,1,8,25,0,0,0,0,0,48
Keith D,1,53,2,0,0,0,0,0,21
Doc Strange,1,16,2,1,0,0,0,0,9
6.137.15.66,1,26,1,0,0,0,0,0,1
Impru20,1,20,198,1,0,0,0,0,379
Kaiser matias,0,3,11,0,0,0,0,0,42
Barend,1,23,195,1,0,0,1,0,9
Andrew Davies,1,28,33,1,0,0,0,0,1
9.153.196.37,1,25,15,0,0,0,0,0,41
Hugo999,1,20,145,1,0,0,0,0,254
XboxGamer22408,1,198,26,0,0,0,0,0,65
A02:C7F:7411:9300:90A4:D73:71DC:9991,1,0,1,1,0,0,0,0,4
01:408:402:AB60:3DEB:7437:F495:DF0B,1,11,154,1,0,0,0,0,1
TheMightyPeanut,1,34,218,0,0,1,0,0,406
DrChuck68,1,0,149,1,0,0,0,0,63
Jonathanleblang,1,0,1,1,0,0,0,0,2
Impru20,1,20,198,1,0,0,0,0,380
Historicizer,1,58,177,1,0,0,0,0,2
01:56A:F658:2200:285E:7072:3E5:B466,1,21,1,1,0,0,0,0,15
Sandiego91,1,0,42,1,0,0,0,0,14
9.144.30.164,1,19,50,0,0,0,0,0,11
Tony 1212,1,87,3,0,0,1,0,0,23
Delusion23,1,3,75,1,0,0,0,0,10
2.58.40.248,1,0,51,1,0,0,0,0,8
Tevildo,1,34,472,1,0,0,0,0,6
Vabadus91,1,0,15,1,0,0,0,0,3
Impru20,1,20,198,1,0,0,0,0,381
TheMightyPeanut,1,43,14,0,0,1,0,0,407
&6=thirteen,1,127,10489,1,0,0,0,0,34
A02:C7D:C549:2500:3D2A:E3E1:C4A7:2661,1,0,8,1,0,0,0,0,5
Thomasnetrpm,1,23,445,1,0,0,0,0,3
Victuallers,1,76,574,1,0,0,0,0,28
Impru20,1,20,198,1,0,0,0,0,382
TheMightyPeanut,1,34,234,0,0,1,0,0,408
Ad Orientem,1,34,964,1,0,0,0,0,61
Wolbo,1,53,358,1,0,0,0,0,128
.20.244.225,1,43,1,0,0,0,0,0,1
Ser Amantio di Nicolao,1,63,35,1,0,0,0,0,277
XboxGamer22408,1,36,2461,1,0,0,1,1,66
TheMightyPeanut,1,43,14,0,0,1,0,0,409
Kaiser matias,0,3,0,0,0,0,0,0,43
Sandiego91,1,0,1,0,0,0,0,0,15
01:446:4300:2A65:35F0:EDE4:F099:DB36,1,0,7,1,0,0,0,0,1
Mati14569,1,13,297,1,0,0,0,0,91
TheMightyPeanut,1,43,14,0,0,1,0,0,410
.102.76.216,1,54,14,1,0,0,0,0,10
Cyber 8285,1,38,75,1,0,1,0,0,1
TAnthony,1,101,45,1,0,0,0,0,117
Palbert01,1,59,651,1,0,0,0,0,73
Rjwilmsi,1,87,22,1,0,1,0,0,402
J 1982,1,58,30,1,0,0,0,0,505
Kolja21,1,0,36,1,0,0,0,0,2
TheMightyPeanut,1,43,14,0,0,1,0,0,411
"John ""Hannibal"" Smith",1,16,19,1,0,0,0,0,14
.141.156.114,1,22,0,0,0,0,0,0,1
.162.220.155,1,17,1,1,0,0,0,0,13
Boing! said Zebedee,1,20,225,0,0,0,0,0,73
.109.182.183,1,0,2,0,0,0,0,0,2
Kendall-K1,1,39,44,0,0,0,0,0,26
TheMightyPeanut,1,43,14,0,0,1,0,0,412
CoolieCoolster,1,0,283,1,0,0,0,0,14
Moscow Connection,1,21,5,1,0,0,0,0,60
02:306:301E:E2F0:8CF:2CFF:F72C:D114,1,0,62,1,0,0,0,0,9
MTLE4470 EFP,1,22,6,1,0,1,0,0,3
.190.14.126,1,30,4,1,0,0,0,0,6
Huldra,1,20,807,1,0,0,0,0,29
Impru20,1,20,198,1,0,0,0,0,383
Johnpacklambert,1,69,42,1,0,0,0,0,981
TheMightyPeanut,1,43,14,0,0,1,0,0,413
Messirulez,1,0,11,1,0,0,0,0,34
Barend,1,23,197,1,0,0,1,0,10
9.144.30.164,1,22,98,1,0,0,0,0,12
InceptionBot,1,50,3040,1,1,0,0,0,962
InceptionBot,1,19,1534,1,1,0,0,0,962
John5962,1,0,5,0,0,0,0,0,9
Jessicapierce,1,38,107,1,0,1,0,0,33
Isananni,1,119,539,1,0,0,0,0,9
COIBot,1,86,2,1,1,0,0,0,249
Uanfala,1,22,25,0,0,1,0,0,41
Rjwilmsi,1,66,31,1,0,1,0,0,403
Rubbish computer,1,3,229,0,0,0,0,0,215
Allisonhargis,1,49,183,0,0,0,0,0,33
TheMightyPeanut,1,34,14,0,0,1,0,0,414
9.153.196.37,1,25,42,0,0,0,0,0,42
TheMightyPeanut,1,43,14,0,0,1,0,0,415
Rjwilmsi,1,66,59,1,0,1,0,0,404
6.152.182.8,1,0,177,1,0,0,0,0,31
01:188:1:AEA0:65F5:930C:B0B2:CD63,1,39,194,0,0,0,0,0,53
COIBot,1,206,141,1,1,0,0,0,250
David Colquhoun,1,0,55,1,0,0,0,0,5
TheMightyPeanut,1,43,14,0,0,1,0,0,416
Mindmatrix,1,97,35,1,0,0,0,0,16
Dwergenpaartje,1,18,2,1,0,0,0,0,41
Ser Amantio di Nicolao,1,66,38,1,0,0,0,0,278
Leon103102,1,0,0,0,0,0,0,0,19
Bob46378,1,13,54,1,0,0,0,0,1
Antiquary,1,25,27,1,0,0,0,0,8
Johnpacklambert,1,69,42,1,0,0,0,0,982
Dapi89,1,0,574,1,0,0,0,0,68
Chesipiero,1,14,3,1,0,0,0,0,37
BeatlesLedTV,1,0,41,1,0,0,0,0,24
Rwxrwxrwx,1,8,2,1,0,0,0,0,110
Cordless Larry,1,62,698,1,0,0,0,0,25
J 1982,1,59,31,1,0,0,0,0,506
BoogaLouie,1,6,199,1,0,0,0,0,3
Tony 1212,1,24,16,0,0,1,0,0,24
3.106.149.115,1,0,7,1,0,0,0,0,1
Hoopsmckay,1,63,295,1,0,1,0,0,2
Drdpw,1,182,18,0,0,0,0,0,25
Starcheerspeaksnewslostwars,1,0,1,0,0,0,0,0,146
5.152.51.2,1,16,0,0,0,0,0,0,2
.100.227.234,1,0,31,1,0,0,0,0,1
AnomieBOT,1,42,3,1,1,1,0,0,1079
ArtClassic,1,0,57,0,0,0,0,0,1
Stevouk,1,43,108,1,0,0,0,0,1
TheMightyPeanut,1,43,14,0,0,1,0,0,417
Cartoon network freak,1,0,3,1,0,0,0,0,23
9.153.196.37,1,25,6,0,0,0,0,0,43
7.77.210.31,1,0,11,0,0,0,0,0,1
Attar-Aram syria,1,13,22,1,0,0,0,0,37
TheMightyPeanut,1,43,14,0,0,1,0,0,418
InceptionBot,1,52,1950,0,1,0,0,0,964
InceptionBot,1,19,5676,0,1,0,0,0,964
Ser Amantio di Nicolao,1,62,34,1,0,0,0,0,279
Mati14569,1,13,60,1,0,0,0,0,92
Marchjuly,1,113,30,0,0,0,0,0,40
Salempepsico1984,1,12,5,1,0,0,0,0,1
TheMightyPeanut,1,43,14,0,0,1,0,0,419
HappyWaldo,1,147,18,0,0,0,0,0,6
Tiptoethrutheminefield,0,77,391,1,0,0,0,0,6
Vicedomino,1,65,374,1,0,0,0,0,67
Beyoncetan,1,31,6,1,0,0,0,0,70
Frietjes,1,47,1623,0,0,1,0,0,425
Johnpacklambert,1,69,42,1,0,0,0,0,983
TheMightyPeanut,1,43,14,0,0,1,0,0,420
Milkodromeda,1,29,32,1,0,1,0,0,1
Moscow Connection,1,21,3,1,0,0,0,0,61
Huldra,1,38,286,1,0,0,0,0,30
TheMightyPeanut,1,43,14,0,0,1,0,0,421
Jamescombs1,1,46,1573,1,0,0,0,0,3
Kaiser matias,0,14,50,1,0,0,0,0,44
William Avery,1,29,24,0,0,0,0,0,175
Autadelphon,1,0,1,1,0,1,0,0,12
9.153.196.37,1,25,10,0,0,0,0,0,44
Rubbish computer,1,89,1,1,0,1,0,0,216
Y-barton,1,24,575,1,0,0,0,0,3
TheMightyPeanut,1,43,14,0,0,1,0,0,422
Uanfala,1,3,6,1,0,1,0,0,42
Cjrother,1,11,5,0,0,1,0,0,2
Ser Amantio di Nicolao,1,59,31,1,0,0,0,0,280
Prolog,1,146,21,0,0,0,0,0,2
Usedtoknowthat,1,45,421,1,0,0,0,0,12
Kendall-K1,1,57,517,0,0,0,0,0,27
TheMightyPeanut,1,43,14,0,0,1,0,0,423
01:602:9500:F5B9:D:8731:8F86:74F,1,20,20,0,0,0,0,0,2
LlywelynII,1,49,21,1,0,0,0,0,11
JoshHaden98,1,0,9,1,0,0,0,0,1
Magnolia677,1,143,12,0,0,0,0,0,79
TheMightyPeanut,1,43,14,0,0,1,0,0,424
Widr,1,109,1128,1,0,0,0,0,136
.114.222.199,1,0,4,1,0,0,0,0,1
TheMightyPeanut,1,43,14,0,0,1,0,0,425
Wtmitchell,1,255,13,0,0,1,0,0,8
9.153.196.37,1,25,3,0,0,0,0,0,45
Iantheimp,1,14,1,0,0,1,0,0,6
MisterCake,1,0,21,1,0,0,0,0,200
TheMightyPeanut,1,43,14,0,0,1,0,0,426
Fixuture,0,101,77,1,0,0,1,1,182
.197.19.241,1,119,39,0,0,0,0,0,1
05:E000:1316:FD:49B3:3612:1F80:893E,1,36,6,1,0,0,0,0,1
The Armchair General,1,148,10,1,0,0,0,0,3
Rubbish computer,1,59,1,1,0,1,0,0,217
Ivanvector,1,188,347,0,0,0,0,0,12
TheMightyPeanut,1,43,14,0,0,1,0,0,427
Cynulliad3,1,27,4,1,0,1,0,0,117
Rwxrwxrwx,1,8,7,1,0,0,0,0,111
Hugo999,1,20,145,1,0,0,0,0,255
Ihardlythinkso,1,59,3,0,0,1,0,0,96
Untold Millions,1,15,89,0,0,0,0,0,87
SchreiberBike,1,10,25,0,0,0,0,0,187
Rjwilmsi,1,67,32,1,0,1,0,0,405
Mina cyril,1,12,6,1,0,0,0,0,1
.141.156.114,1,18,0,0,0,0,0,0,2
DatBot,1,49,224,1,0,0,0,0,111
TheMightyPeanut,1,43,14,0,0,1,0,0,428
Rich Farmbrough,1,67,1,0,0,0,0,0,1094
TheMightyPeanut,1,43,14,0,0,1,0,0,429
Martin Xicarts,1,28,6,0,0,0,0,0,1
Tavix,1,25,762,0,0,0,0,0,75
Tony 1212,1,13,1,0,0,1,0,0,25
TheMightyPeanut,1,43,14,0,0,1,0,0,430
MTLE4470 EFP,1,0,177,1,0,1,0,0,4
HBC AIV helperbot5,1,164,611,0,1,0,0,0,254
Moscow Connection,1,21,2,1,0,0,0,0,62
CAPTAIN RAJU,1,123,103,0,0,0,0,0,207
CAPTAIN RAJU,1,75,858,1,0,0,0,0,207
TheMightyPeanut,1,43,14,0,0,1,0,0,431
COIBot,1,56,0,0,1,0,0,0,251
Ser Amantio di Nicolao,1,64,36,1,0,0,0,0,281
Kaiser matias,0,14,53,1,0,0,0,0,45
JoshHaden98,1,0,15,1,0,0,0,0,2
Quadcont,1,33,87,1,0,0,1,0,119
9.241.60.11,1,17,24,0,0,0,0,0,1
J 1982,1,135,108,1,0,0,0,0,507
Wolbo,1,53,48,1,0,0,0,0,129
OddsBodkins,1,43,130,1,0,0,0,0,11
BeatlesLedTV,1,20,54,1,0,0,0,0,25
Rwxrwxrwx,1,8,142,1,0,0,0,0,112
Vabadus91,1,0,15,1,0,0,0,0,4
JMK,1,12,1215,1,0,0,0,0,3
Barend,1,28,119,1,0,0,1,0,11
FreeKnowledgeCreator,0,11,536,1,0,0,0,0,110
Iryna Harpy,1,163,147,0,0,1,0,0,48
Samubert96,1,156,139,1,0,0,0,1,34
MPS1992,1,59,270,1,0,0,0,0,13
06:5600:7B:BC1A:50B9:2EA0:A48:61B1,1,17,0,0,0,0,0,0,1
Impru20,1,20,198,1,0,0,0,0,385
Impru20,1,0,26,0,0,0,0,0,385
Mediarmy,1,15,130,1,0,1,0,0,5
Allisonhargis,1,49,204,0,0,0,0,0,34
Mac Dreamstate,1,45,283,1,0,0,0,0,22
